"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,-0.0013262599469496,0.0013262599469496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.000702247191011236,0.00210674157303371,-0.00561797752808989,0.00140449438202247,0.000702247191011236,0,0.000702247191011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0.00198216055500496,0.00297324083250743,-0.00743310208126858,0.00148662041625372,0.000495540138751239,0.000495540138751239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0.0011001100110011,0.0011001100110011,0.0033003300330033,-0.00715071507150715,0.00055005500550055,0.00055005500550055,0.00055005500550055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.000269106566200215,0.000269106566200215,0.000269106566200215,0.00215285252960172,0.000538213132400431,-0.00726587728740581,0.00215285252960172,0.00107642626480086,0.000269106566200215,0.000269106566200215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0.000298953662182362,0.000597907324364724,0.00149476831091181,0.00179372197309417,0.0038863976083707,-0.0128550074738416,0.00269058295964126,0.000298953662182362,0.00149476831091181,0.000298953662182362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0.000200400801603206,0.000801603206412826,0.000601202404809619,0.00200400801603206,0.00280561122244489,-0.00861723446893788,0.000801603206412826,0.000801603206412826,0.000200400801603206,0.000400801603206413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.000206654267410622,0,0.000826617069642488,0.000413308534821244,0.000619962802231866,0.00227319694151684,0.00247985120892746,0.0037197768133912,-0.0132258731142798,0.00103327133705311,0.000826617069642488,0.000619962802231866,0.000206654267410622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0.000308928019771393,0.000617856039542787,0.000617856039542787,0.00108124806919988,0.00200803212851406,0.00216249613839975,0.00216249613839975,-0.0123571207908557,0.00154464009885697,0.000154464009885697,0.00092678405931418,0.000308928019771393,0.000154464009885697,0.000308928019771393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0,0,0.00030016509079994,0,0.00075041272699985,0.0015008254539997,0.00135074290859973,0.00165090799939967,0.00210115563559958,0.00375206363499925,-0.0153084196307969,0.00210115563559958,0.00060033018159988,0.00075041272699985,0,0.00045024763619991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0.000121832358674464,0.000121832358674464,0.000121832358674464,0.000365497076023392,0.000243664717348928,0.00109649122807018,0.00158382066276803,0.00353313840155945,0.00316764132553606,-0.0135233918128655,0.00146198830409357,0.000974658869395711,0.000243664717348928,0.000243664717348928,0,0.000121832358674464,0,0.000121832358674464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0.000222965440356745,0,0.000222965440356745,0.000668896321070234,0.000222965440356745,0.00144927536231884,0.00245261984392419,0.00278706800445931,0.0032329988851728,-0.0148272017837235,0.00189520624303233,0.00100334448160535,0.000334448160535117,0.000222965440356745,0.000111482720178372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0.000103766732385597,0,0.000103766732385597,0.000207533464771194,0.000207533464771194,0.000933900591470375,0.00103766732385597,0.00145273425339836,0.00259416830963993,0.00269793504202553,0.00311300197156792,-0.015980076787382,0.00186780118294075,0.000622600394313583,0.000415066929542389,0.000207533464771194,0.000311300197156792,0,0,0.000103766732385597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,9.71062342202369e-05,0,0.000291318702660711,0.000679743639541659,0.000873956107982132,0.00145659351330355,0.00252476208972616,0.00271897455816663,0.003690036900369,-0.0156341037094581,0.00174791221596426,0.000582637405321422,0.000776849873761896,9.71062342202369e-05,9.71062342202369e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0.000154894671623296,7.74473358116481e-05,0.000154894671623296,0.000464684014869888,0.000309789343246592,0.000542131350681537,0.000774473358116481,0.00147149938042131,0.00232342007434944,0.00271065675340768,0.0038723667905824,-0.0155669144981413,0.00178128872366791,0.000309789343246592,0.000309789343246592,7.74473358116481e-05,7.74473358116481e-05,0.000154894671623296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,9.53925403033483e-05,0,9.53925403033483e-05,0.000381570161213393,0.000286177620910045,0.000953925403033483,0.000953925403033483,0.00133549556424688,0.00248020604788706,0.00305256128970715,0.00448344939425737,-0.0177430124964228,0.00219402842697701,0.000667747782123438,0.000286177620910045,0.000476962701516741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,8.50340136054422e-05,8.50340136054422e-05,0.000170068027210884,0.000255102040816327,0.000255102040816327,0.000935374149659864,0.00102040816326531,0.0016156462585034,0.00170068027210884,0.00408163265306122,0.00433673469387755,-0.0179421768707483,0.0016156462585034,0.00127551020408163,8.50340136054422e-05,0.000170068027210884,8.50340136054422e-05,8.50340136054422e-05,8.50340136054422e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,7.96622321357444e-05,7.96622321357444e-05,0,7.96622321357444e-05,0,0.000238986696407233,0.000238986696407233,0.000318648928542978,0.00103560901776468,0.00119493348203617,0.00183223133912212,0.00318648928542978,0.0028678403568868,0.00390344937465148,-0.0188002867840357,0.00207121803552936,0.000876284553493189,0.000477973392814467,0.000159324464271489,0,7.96622321357444e-05,7.96622321357444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,7.76276975624903e-05,0,0,0,0.000155255395124981,0.000155255395124981,7.76276975624903e-05,0.000543393882937432,0.000621021580499922,0.000698649278062413,0.00131967085856233,0.00209594783418724,0.0024064586244372,0.00333799099518708,0.00465766185374942,-0.019795062878435,0.00178543704393728,0.000853904673187393,0.000388138487812451,0.000310510790249961,0,0.000155255395124981,0,0,7.76276975624903e-05,0,0,0,0,7.76276975624903e-05,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,7.590708972218e-05,7.590708972218e-05,0.00015181417944436,0.00060725671777744,0.00060725671777744,0.0011386063458327,0.0015181417944436,0.0015181417944436,0.00250493396083194,0.00463033247305298,0.00394716866555336,-0.0216335205708213,0.00235311978138758,0.000910885076666161,0.000910885076666161,0.00022772126916654,0.00015181417944436,7.590708972218e-05,7.590708972218e-05,7.590708972218e-05,0,7.590708972218e-05,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,7.33299112708074e-05,0.000219989733812422,0.000293319645083229,0.000366649556354037,0.000219989733812422,0.0010266187577913,0.000879958935249688,0.00161325804795776,0.00307985627337391,0.00417980494243602,0.00542641343403974,-0.0211190144459925,0.00219989733812422,0.000733299112708074,0.000219989733812422,0.000439979467624844,7.33299112708074e-05,0,0,7.33299112708074e-05,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,7.55972180223768e-05,0,0,7.55972180223768e-05,0,0.000377986090111884,0.000151194436044754,0.00022679165406713,0.000302388872089507,0.000453583308134261,0.000680374962201391,0.00151194436044754,0.00173873601451467,0.00272149984880556,0.00430904142727548,0.005216208043544,-0.0225279709706683,0.00204112488660417,0.00158754157846991,0.000680374962201391,0.000151194436044754,0,0.000151194436044754,0,0,7.55972180223768e-05,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,8.36120401337793e-05,0,8.36120401337793e-05,0.000250836120401338,0.000167224080267559,0.000752508361204013,0.000418060200668896,0.000919732441471572,0.00234113712374582,0.00317725752508361,0.00476588628762542,0.00551839464882943,-0.0230769230769231,0.00217391304347826,0.00108695652173913,0.000585284280936455,0.000250836120401338,0.000334448160535117,0,8.36120401337793e-05,0,8.36120401337793e-05,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,7.30833881458744e-05,7.30833881458744e-05,0,0.000146166776291749,0,7.30833881458744e-05,0.000365416940729372,0.000219250164437623,0.000292333552583498,0.000803917269604619,0.00116933421033399,0.00168091792735511,0.00197325147993861,0.00306950230212673,0.00453117006504422,0.00453117006504422,-0.0238982679237009,0.00292333552583498,0.000950084045896368,0.000365416940729372,0.000511583717021121,0.000146166776291749,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,7.38225306363502e-05,0,0.0001476450612727,0.0001476450612727,7.38225306363502e-05,7.38225306363502e-05,0.0001476450612727,0.000516757714454452,0.000369112653181751,0.0011811604901816,0.00169791820463605,0.00258378857227226,0.00324819134799941,0.00310054628672671,0.00531522220581722,-0.0239184999261775,0.00310054628672671,0.001476450612727,0.000369112653181751,0.000221467591909051,7.38225306363502e-05,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,6.57116572479958e-05,6.57116572479958e-05,0,0,0,0.000131423314495992,0.000394269943487975,0.000394269943487975,0.000328558286239979,0.000328558286239979,0.00144565645945591,0.00105138651596793,0.0015770797739519,0.00256275463267184,0.00492837429359968,0.00492837429359968,-0.0231962150085425,0.00243133131817584,0.00164279143119989,0.000722828229727954,0.000131423314495992,6.57116572479958e-05,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,7.6704763365805e-05,0,7.6704763365805e-05,0,7.6704763365805e-05,0,0,0,7.6704763365805e-05,0.000230114290097415,7.6704763365805e-05,0.000230114290097415,0.000843752397023855,0.000997161923755465,0.00092045716038966,0.00214773337424254,0.0030681905346322,0.00406535245838767,0.00705683822965406,-0.0253125719107157,0.00314489529799801,0.00107386668712127,0.00061363810692644,0.00030681905346322,0.000230114290097415,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,7.22491149483419e-05,0,7.22491149483419e-05,0.000144498229896684,7.22491149483419e-05,0.000216747344845026,0.000288996459793368,0.000433494689690051,0.000433494689690051,0.00115598583917347,0.00122823495412181,0.00202297521855357,0.00281771548298533,0.00549093273607398,0.0062134238855574,-0.0257206849216097,0.0031067119427787,0.00108373672422513,0.000505743804638393,0.000216747344845026,0.000144498229896684,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161524794055888,0,0.000484574382167663,0.000565336779195607,0.000888386367307382,0.00177677273461476,0.00193829752867065,0.00347278307220158,0.00428040704248102,0.00654175415926345,-0.0251978678727185,0.00363430786625747,0.000565336779195607,0.000403811985139719,0.000242287191083831,8.07623970279438e-05,0.000161524794055888,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23702198411232e-05,0,0,0.000184740439682246,0.00027711065952337,0.00027711065952337,0.000461851099205616,0.000554221319046739,0.000646591538887863,0.000923702198411232,0.00166266395714022,0.00332532791428044,0.00535747275078515,0.00702013670792536,-0.0266949935340846,0.00360243857380381,0.00110844263809348,0.000646591538887863,0.000184740439682246,0.00027711065952337,9.23702198411232e-05,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126103404791929,0,0.000252206809583859,0.000630517023959647,0.000252206809583859,0.00100882723833544,0.00201765447667087,0.0021437578814628,0.00378310214375788,0.00605296343001261,0.00832282471626734,-0.0308953341740227,0.00327868852459016,0.0021437578814628,0.000378310214375788,0.000378310214375788,0,0.000126103404791929,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144864551644213,0.000144864551644213,0,0,0.000144864551644213,0,0.000724322758221063,0.00130378096479791,0.000869187309865276,0.00289729103288425,0.00405620744603795,0.00593944661741272,0.00811241489207591,-0.0294075039837752,0.00289729103288425,0.0011589164131537,0.000579458206576851,0.000289729103288425,0.000144864551644213,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170561146170902,0,0,0,0,0.000170561146170902,0.000341122292341805,0,0,0,0,0,0.000170561146170902,0.00170561146170902,0.00255841719256353,0.00324066177724714,0.00358178406958895,0.00528739553129797,0.00903974074705782,-0.0322360566263005,0.00358178406958895,0.00136448916936722,0.000852805730854511,0.000170561146170902,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223964165733483,0.000447928331466965,0.000447928331466965,0.0013437849944009,0.00111982082866741,0.0013437849944009,0.00335946248600224,0.00246360582306831,0.00604703247480403,0.00783874580067189,-0.0293393057110862,0.00268756998880179,0.000895856662933931,0.000895856662933931,0.000223964165733483,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351617440225035,0.00070323488045007,0.00281293952180028,0.00316455696202532,0.00351617440225035,0.00632911392405063,0.010196905766526,-0.0334036568213783,0.00527426160337553,0.00105485232067511,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009021199819576,0.0009021199819576,0.0027063599458728,0.0081190798376184,0.006765899864682,0.0072169598556608,-0.0297699594046008,0.002255299954894,0.0004510599909788,0.0004510599909788
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531914893617021,0.00303951367781155,0.00227963525835866,0.00759878419452888,0.00531914893617021,0.00455927051671732,-0.0311550151975684,0.00303951367781155,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216919739696312,0,0,0.00867678958785249,0.0130151843817787,-0.0260303687635575,0.00216919739696312
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072992700729927,0,0,0.0072992700729927,0.0218978102189781,-0.0364963503649635
